task_file,demo,phase,chunk_index,start,end,trajectory_length,grasp_step,release_step,gripper_state,cmd_dx,cmd_dy,cmd_dz,cmd_drx,cmd_dry,cmd_drz,translation_command_mag,rotation_command_mag,ee_dx_per_step,ee_dy_per_step,ee_dz_per_step,ee_path_per_step,horizontal_distance,vertical_ratio,movement_efficiency,chunk_length,primitive
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_0,HOLDING,10,51,56,98,36,85.0,CLOSED,0.48910714285714285,0.0,0.7933928571428572,-0.0105,0.08485714285714287,-0.16714285714285718,0.9355144214878601,0.19000165802270688,0.005130369891524385,-0.0010094460851688969,0.009910041569822031,0.011244255942862498,0.02091494264786695,0.8813423864436889,0.9964949886522412,5,3
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_0,HOLDING,11,56,61,98,36,85.0,CLOSED,0.6658928571428572,0.0,0.5223214285714286,-0.008142857142857143,0.004714285714285714,-0.09235714285714286,0.8543025561692199,0.09362931266788031,0.007761406994705377,-0.0001805134599357286,0.006643704399126038,0.01028963808564378,0.031054023545216688,0.6456692382817926,0.9930533311230412,5,3
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_0,HOLDING,12,61,66,98,36,85.0,CLOSED,0.7612500000000001,-0.059464285714285726,0.11785714285714285,0.03685714285714285,-0.002142857142857143,-0.08228571428571428,0.7823541092732725,0.0939870007200562,0.008643839357809038,-0.00036969176103252704,0.0008608582789728647,0.008786568640831861,0.03460696596739654,0.09797431389047669,0.9895173061257826,5,4
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_0,HOLDING,13,66,71,98,36,85.0,CLOSED,0.5667857142857142,-0.16714285714285712,-0.6235714285714286,0.08249999999999999,-0.06492857142857142,-0.10371428571428572,0.9457723783509658,0.15388952104046877,0.008076114969692908,-0.002129563854230604,-0.007914419586741717,0.011796744105442979,0.033408663598041365,0.6708984986665756,0.9753856233223483,5,7
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_0,HOLDING,14,71,76,98,36,85.0,CLOSED,-0.34875,-0.09107142857142858,-0.9375,0.011357142857142857,-0.08614285714285715,-0.031071428571428573,1.0418132671721234,0.0955744673815665,-0.00022855606748124063,-0.0014404474518386126,-0.009534540461181074,0.009928962287015217,0.00583386902491421,0.9602753827518898,0.9714450734409197,5,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_0,HOLDING,15,76,81,98,36,85.0,CLOSED,-0.8453571428571429,0.11517857142857144,-0.7494642857142857,-0.024642857142857143,-0.07757142857142857,0.0957857142857143,1.1437099303727385,0.12787939464238882,-0.004372686476293176,0.0009977475350945383,-0.004389389664502613,0.006398318509548887,0.017940295276831743,0.6860221076672873,0.9808132534743778,5,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_0,HOLDING,16,81,85,98,36,85.0,CLOSED,-0.3816964285714286,0.15535714285714286,-0.1955357142857143,-0.06026785714285714,-0.05089285714285714,0.0961607142857143,0.462152077291402,0.12491006560935562,-0.0028007314751918263,0.0016966304436563107,-0.00011719809603231528,0.0033008584640200054,0.009823638069790863,0.035505302320226126,0.9926627803914085,4,1
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_0,POST_RELEASE,17,85,90,98,36,85.0,OPEN,0.028928571428571432,0.0016071428571428573,0.35625,-0.011357142857142857,0.0,0.009214285714285715,0.36032461147546624,0.01463401609515413,-0.0009438708931551239,0.00019580206161622787,0.0039340439737798605,0.004190291969249047,0.003855864541767237,0.9388466616487909,0.9666203168822505,5,1
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_0,POST_RELEASE,18,90,95,98,36,85.0,OPEN,0.2475,-0.03910714285714286,0.7291071428571428,0.022071428571428568,0.024428571428571428,-0.018214285714285718,0.7719988627831254,0.039529968063490614,0.0013983407577998815,-0.00035531248445516,0.008410637566739293,0.008547448347984767,0.005771105733266782,0.9839936744090514,0.9983665044605516,5,3
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_0,POST_RELEASE,19,95,98,98,36,85.0,OPEN,0.1669642857142857,-0.15892857142857145,0.7142857142857141,0.07678571428571429,0.004642857142857143,-0.07392857142857143,0.7562020747655435,0.10701396241841271,0.0016968487817564624,-0.0014370866241033148,0.009371857438066233,0.00963998387162935,0.0044472525241209555,0.9721855038285124,0.9991755944010844,3,3
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,PRE_GRASP,0,0,5,84,35,73.0,OPEN,0.6701785714285714,0.41571428571428576,0.18321428571428572,-0.019285714285714288,0.012428571428571431,0.0,0.8127710313029199,0.024271442486270257,0.0070760804594010365,0.0049934950909009766,0.001264831626371865,0.00878845202996415,0.03464238049344054,0.1439196871371905,0.9959053198231029,5,2
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,PRE_GRASP,1,5,10,84,35,73.0,OPEN,0.9375,0.4725,-0.019285714285714285,-0.033,-0.004285714285714287,0.0,1.0575101722690643,0.034614140087898496,0.011152383968190908,0.006180020081289532,-0.0012215445304610828,0.01284516442287684,0.05100091236503181,0.09509759879301764,0.9971540246222217,5,2
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,PRE_GRASP,2,10,15,84,35,73.0,OPEN,0.9375,0.1923214285714286,-0.6053571428571429,-0.021000000000000005,-0.03428571428571429,0.0,1.1448412308565554,0.04144578287313424,0.012089015030460545,0.002815989564040791,-0.008308653092059637,0.01506710234886931,0.04965063248442866,0.5514432384588568,0.9913512632526866,5,2
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,PRE_GRASP,3,15,20,84,35,73.0,OPEN,0.6032142857142857,0.008571428571428572,-0.9241071428571429,0.011785714285714287,-0.03214285714285715,-0.029142857142857144,1.1398250934623584,0.04595723797759619,0.009050639849346316,0.00046953577659187076,-0.011969733156104834,0.015105925603101823,0.036251244508971055,0.792386477309328,0.9938898789295948,5,4
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,PRE_GRASP,4,20,25,84,35,73.0,OPEN,-0.21374999999999997,0.1992857142857143,-0.9375,0.003428571428571429,-0.046714285714285715,-0.04885714285714286,0.9918852877711348,0.06900582072132239,-0.00010574429205775741,0.002802047080128673,-0.010371558543204651,0.010850975414751468,0.011216166685323766,0.9558178649598884,0.9901340548401937,5,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,PRE_GRASP,5,25,30,84,35,73.0,OPEN,-0.5630357142857143,0.25607142857142856,-0.9144642857142857,0.03064285714285715,-0.04285714285714286,-0.035357142857142865,1.1091349887946729,0.0706536054535411,-0.005624890492922547,0.00437003494917515,-0.010767564649891148,0.012952315183891082,0.028491851049556666,0.8313233903522046,0.9967595626449269,5,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,PRE_GRASP,6,30,35,84,35,73.0,OPEN,-0.6841071428571428,0.008571428571428572,-0.7317857142857144,0.1197857142857143,-0.004928571428571429,-0.021642857142857144,1.002347569934627,0.12215578170741188,-0.008816535466204504,0.0017302926362962254,-0.009113555241168914,0.012808324843162211,0.035938883729812826,0.7115335981816727,0.9991732498570042,5,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,HOLDING,7,35,40,84,35,73.0,CLOSED,-0.043392857142857136,0.0,-0.013392857142857161,0.10564285714285715,0.052500000000000005,-0.022285714285714287,0.2640567751765285,0.12938143717732026,-0.0031656227530589866,-0.000369866579419717,-0.0014429815120267087,0.003909280756116937,0.012748627346506855,0.3691166429981366,0.8949452866695562,5,1
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,HOLDING,8,40,45,84,35,73.0,CLOSED,0.375,0.0,0.4751785714285714,0.03792857142857143,0.11871428571428573,-0.07542857142857143,0.6054615750176542,0.14787927703317266,0.002325051066663062,-0.00129271080227477,0.004503596345502681,0.005251035655342356,0.010641025274593739,0.857658278662623,0.9961108344287647,5,3
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,HOLDING,9,45,50,84,35,73.0,CLOSED,0.5614285714285714,0.0,0.7950000000000002,-0.0006428571428571428,0.14635714285714285,-0.08421428571428571,0.9732937394258714,0.16895968317754229,0.005350424621351232,-0.0007984327488410117,0.009384177173305391,0.01083650869291346,0.02163868331786693,0.8659777124063857,0.9995628136013219,5,3
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,HOLDING,10,50,55,84,35,73.0,CLOSED,0.7457142857142858,0.0,0.8421428571428573,-0.042642857142857135,0.07264285714285715,-0.06621428571428571,1.1303943935930971,0.11253583244487167,0.00843447979977939,-0.0008659408304291863,0.010694478866284718,0.01369561925823616,0.033915259813763116,0.7808684450454657,0.9965075396750225,5,3
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,HOLDING,11,55,60,84,35,73.0,CLOSED,0.8823214285714286,0.0,0.21750000000000003,-0.025500000000000002,-0.008785714285714286,-0.05314285714285714,0.9451112438122087,0.0669869542124892,0.010545232246533136,0.00020651823923457935,0.0026169007892566376,0.011195652895176697,0.04218901713317509,0.2337425275150974,0.9706487111285381,5,4
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,HOLDING,12,60,65,84,35,73.0,CLOSED,0.38678571428571423,0.04392857142857143,-0.7323214285714286,0.016499999999999997,-0.1362857142857143,-0.02142857142857143,0.8957313559361868,0.1433677635200805,0.007406610234817541,0.0011848078370343962,-0.007993323191326007,0.011407294019630355,0.030003105114291644,0.7007202081203571,0.9609215672743642,5,7
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,HOLDING,13,65,70,84,35,73.0,CLOSED,-0.29035714285714287,0.0,-0.9375,0.05249999999999999,-0.02442857142857143,0.0017142857142857144,0.9896156686497288,0.06381302401149844,-0.0010502713178022205,0.0006382680647809211,-0.010399639847881004,0.01054830379189772,0.004916024350659292,0.98590613128755,0.992766833738091,5,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,HOLDING,14,70,73,84,35,73.0,CLOSED,-0.47946428571428573,-0.025892857142857145,-0.7776785714285714,0.07535714285714286,0.06321428571428572,0.024642857142857143,0.9155384791314486,0.10562039010016228,-0.0042906824065557445,-0.000303587506128411,-0.008744892698889617,0.009762126672091169,0.008602818349309546,0.8957974541452126,0.9982989296252563,3,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,POST_RELEASE,15,73,78,84,35,73.0,OPEN,-0.13071428571428573,0.09160714285714286,0.09267857142857142,-0.017571428571428578,0.02507142857142857,0.01135714285714286,0.4129771084426144,0.05493644117853631,-0.0004549059799913713,-6.457633147143038e-05,0.0019648305554338386,0.0032848368124248615,0.001837866385647087,0.598151193576469,0.6142880759441872,5,6
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,POST_RELEASE,16,78,83,84,35,73.0,OPEN,0.004821428571428572,0.005892857142857143,0.8373214285714285,0.013714285714285715,0.047785714285714286,-0.047785714285714286,0.8375202162947207,0.06948861148407949,-0.0001336734871784078,0.0003104480803287554,0.01102261801355961,0.011028818636390653,0.001352015454078808,0.9994375534108014,0.9999073365493018,5,3
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,PRE_GRASP,0,0,5,90,39,83.0,OPEN,0.31339285714285714,0.35196428571428573,0.12857142857142856,-0.028285714285714286,0.045,0.0,0.5026251099481822,0.05396939709629841,0.0025629920316340704,0.0042812369923246165,0.0008732439978411111,0.005150240267794026,0.019959125567486555,0.1695539486607818,0.9835685450140502,5,1
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,PRE_GRASP,1,5,10,90,39,83.0,OPEN,0.8598214285714286,0.6214285714285713,0.1682142857142857,-0.04692857142857143,0.004714285714285714,0.0,1.0753071836293475,0.04836597212835114,0.009503591422778679,0.007914152718634822,0.0009863215460768071,0.012419375201215907,0.04946951597660724,0.07941795231658365,0.9989749441030844,5,2
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,PRE_GRASP,2,10,15,90,39,83.0,OPEN,0.9375,0.4392857142857142,-0.08839285714285713,-0.09771428571428573,-0.0006428571428571428,0.0,1.0508336525731192,0.0977256267213985,0.011263786448624857,0.005851686111796307,-0.0019177288096149936,0.01290625601678962,0.050772451666030824,0.14858905910804746,0.9946464927839599,5,2
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,PRE_GRASP,3,15,20,90,39,83.0,OPEN,0.7976785714285715,0.08464285714285716,-0.5866071428571429,-0.046928571428571424,-0.016071428571428573,-0.0002142857142857143,1.0020084588945133,0.04962395782321753,0.010593445565975483,0.0018561548488396397,-0.007900935400239395,0.013406241598077115,0.04301932584914023,0.5893474221741675,0.9954376962900137,5,2
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,PRE_GRASP,4,20,25,90,39,83.0,OPEN,0.6160714285714286,0.05946428571428571,-0.915,0.0002142857142857143,-0.005357142857142857,0.0,1.109557950884062,0.005366055981169777,0.008443178106501944,0.0009675810768251733,-0.012152350662583078,0.014851118012936945,0.03399375699821222,0.8182783684232483,0.9985192685346266,5,4
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,PRE_GRASP,5,25,30,90,39,83.0,OPEN,-0.1532142857142857,0.17732142857142857,-0.9375,0.009428571428571429,0.0,0.0,0.990909769284602,0.009428571428571429,0.0003338922053676219,0.0029443451707654965,-0.011007977316995599,0.011563812492477524,0.011852866312864821,0.951933019004238,0.9858194799537546,5,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,PRE_GRASP,6,30,35,90,39,83.0,OPEN,-0.8239285714285716,0.14732142857142858,-0.9375,0.03321428571428571,-0.004071428571428571,0.02057142857142857,1.260675792460788,0.039944049733114155,-0.007571981536713521,0.003347310766889662,-0.010197550928398996,0.013178277132726617,0.033115408803145625,0.7738150359986783,0.9967193417477629,5,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,PRE_GRASP,7,35,39,90,39,83.0,OPEN,-0.7479910714285714,0.0421875,-0.91875,0.0525,-0.06267857142857143,0.03964285714285714,1.1871384264164653,0.09352203190039475,-0.008195695265586994,0.001176185079636451,-0.010820697402868321,0.013635348233152296,0.02483899132515893,0.7935767075829966,0.9992400200677839,4,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,HOLDING,8,39,44,90,39,83.0,CLOSED,-0.31285714285714283,0.12482142857142857,-0.3439285714285715,0.0105,-0.18214285714285716,0.01757142857142857,0.4989299176024996,0.1847132729166608,0.00020147189189594766,-0.00011185967832817723,0.00048745086775986435,0.0005677954770021625,0.0009217679609083032,0.8584934915293082,0.9495930634661203,5,1
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,HOLDING,9,44,49,90,39,83.0,CLOSED,-0.015535714285714286,0.10232142857142856,0.13392857142857145,0.0,-0.10692857142857144,-0.02185714285714286,0.19501107712699978,0.11721307121089615,-0.0011734244169813272,0.001452390520917772,0.0013387667429039518,0.0023384878611041548,0.007468722072879418,0.5724918798775087,0.9824857031637834,5,1
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,HOLDING,10,49,54,90,39,83.0,CLOSED,0.25285714285714284,0.14410714285714285,0.5030357142857144,0.0,0.027000000000000003,-0.09042857142857144,0.5830498750392067,0.09662237817984928,0.0007040254321572133,0.001734086823779811,0.004742583637723785,0.005134257362134605,0.007486210172343177,0.9237132060066827,0.9930370793247424,5,3
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,HOLDING,11,54,59,90,39,83.0,CLOSED,0.5094642857142857,0.2501785714285714,0.8383928571428572,-0.014785714285714286,0.0495,-0.11314285714285714,1.0128030667838424,0.12465452946367143,0.004702617674389576,0.0024547318800868176,0.009781980147674452,0.011136971143774778,0.02121898078404174,0.8783337790461841,0.9991743703805707,5,3
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,HOLDING,12,59,64,90,39,83.0,CLOSED,0.6728571428571429,0.23464285714285715,0.7151785714285716,-0.017785714285714287,0.03342857142857143,-0.08228571428571428,1.0161772901961434,0.0908535816038613,0.00743681854901784,0.002518212365766402,0.008854445936726685,0.011887880214431799,0.03140641046668394,0.7448295166958078,0.9954863350515901,5,3
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,HOLDING,13,64,69,90,39,83.0,CLOSED,0.8373214285714285,-0.13125,-0.1751785714285714,0.03235714285714286,0.019928571428571427,-0.08442857142857144,0.930195378782549,0.09710324642359484,0.010129666759718397,-0.0012399005113306188,-0.0027303170852722713,0.011052988134882993,0.040821073369707805,0.2470206639509357,0.9557767156581948,5,4
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,HOLDING,14,69,74,90,39,83.0,CLOSED,0.12214285714285715,-0.10446428571428572,-0.8083928571428572,0.08571428571428572,-0.012,-0.037500000000000006,0.8601302931962461,0.09938626471538445,0.0037168336763748113,-0.000609668997095171,-0.009060294618250475,0.010028912812960037,0.015066014131868019,0.9034172027100632,0.9783717384068232,5,7
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,HOLDING,15,74,79,90,39,83.0,CLOSED,-0.3632142857142857,0.028392857142857147,-0.9230357142857143,0.05678571428571429,0.009214285714285713,0.0012857142857142856,0.9950772986342606,0.05809744017714863,-0.002382395210863886,0.0007616752848762301,-0.01033926990687456,0.010671337629817054,0.010004763809576689,0.9688820505294692,0.9968291068640391,5,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,HOLDING,16,79,83,90,39,83.0,CLOSED,-0.33281249999999996,-0.12723214285714285,-0.7084821428571428,0.04982142857142858,0.0018750000000000001,-0.00830357142857143,0.7970129191944694,0.05435973225562516,1.7636647010705702e-05,-0.0007772215957008074,-0.0018052065762713305,0.0021861755370757327,0.002332265023806987,0.8257359910964421,0.8990531933390377,4,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,POST_RELEASE,17,83,88,90,39,83.0,OPEN,0.09160714285714286,0.056785714285714294,0.36374999999999996,-0.020142857142857143,0.05442857142857142,-0.09857142857142857,0.46052051126386495,0.12352278167448831,0.0003275003518395086,-0.00016850628533375545,0.004304209471478249,0.004404173592517199,0.001473232357244344,0.9773018564791729,0.9808732822866403,5,3
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_3,PRE_GRASP,0,0,5,97,40,84.0,OPEN,0.3058928571428571,0.24535714285714283,0.15267857142857144,-0.04757142857142857,-0.002785714285714286,0.0165,0.448367255898396,0.05161308528348886,0.002738156301583021,0.002875607577008607,0.0014557826879270652,0.004481579487123998,0.015882880780940526,0.3248367857844985,0.9436790671770037,5,1
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_3,PRE_GRASP,1,5,10,97,40,84.0,OPEN,0.8367857142857144,0.5233928571428571,0.01875,-0.05014285714285714,-0.042428571428571434,0.0010714285714285715,0.987775838788161,0.06626393728388602,0.009563158991424153,0.006697130763202035,-0.0009460083716418821,0.011716888679369665,0.04669999063891704,0.08073885445889876,0.9996902445505212,5,2
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_3,PRE_GRASP,2,10,15,97,40,84.0,OPEN,0.9321428571428573,0.4666071428571429,-0.006428571428571429,-0.046285714285714284,-0.04671428571428572,0.0,1.0427172455901228,0.06592024675506424,0.011250121055991828,0.006146136550236861,-0.0010742260426919725,0.01286689687662709,0.05127809953867294,0.08348756069728187,0.9998099577479471,5,2
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_3,PRE_GRASP,3,15,20,97,40,84.0,OPEN,0.9139285714285714,0.375,-0.22392857142857148,-0.011571428571428571,-0.028928571428571432,0.0,1.03342146214652,0.039452457658741225,0.011467553441532746,0.0053398127112780636,-0.0033928117998355267,0.013168302377690339,0.05059934888528687,0.25764985177276745,0.9945797344288174,5,2
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_3,PRE_GRASP,4,20,25,97,40,84.0,OPEN,0.20892857142857144,0.1125,-0.8576785714285714,0.07907142857142858,-0.12042857142857144,0.009642857142857144,0.9228054355573722,0.14500556601229392,0.005624125100283027,0.0030075367112933522,-0.008915171105556896,0.011212158311736027,0.025511114507496,0.7951340740872339,0.9776513861638969,5,7
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_3,PRE_GRASP,5,25,30,97,40,84.0,OPEN,-0.1923214285714286,0.16982142857142857,-0.9375,0.024857142857142855,-0.09535714285714286,0.024857142857142862,0.9728841629289281,0.1021079869949447,-0.0008354799890306084,0.0020872823819643796,-0.010716528144798176,0.010968275211481762,0.008993130315194574,0.9770474842718423,0.9983179725473741,5,0
