task_file,demo,interval_id,start,end,length,start_fraction,end_fraction
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_11,1,71,114,44,0.5546875,0.890625
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_12,0,39,76,38,0.45348837209302323,0.8837209302325582
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_13,0,37,76,40,0.42045454545454547,0.8636363636363636
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_14,0,43,46,4,0.38392857142857145,0.4107142857142857
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_14,1,68,107,40,0.6071428571428571,0.9553571428571429
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_14,2,110,111,2,0.9821428571428571,0.9910714285714286
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_15,0,36,74,39,0.42857142857142855,0.8809523809523809
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_16,0,36,80,45,0.4044943820224719,0.898876404494382
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_17,0,38,84,47,0.3917525773195876,0.865979381443299
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_17,1,89,96,8,0.9175257731958762,0.9896907216494846
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_18,0,29,65,37,0.38666666666666666,0.8666666666666667
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_19,0,47,85,39,0.47474747474747475,0.8585858585858586
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_20,0,38,77,40,0.4367816091954023,0.8850574712643678
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_21,0,38,105,68,0.3140495867768595,0.8677685950413223
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_22,0,42,81,40,0.4375,0.84375
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_23,0,34,77,44,0.4,0.9058823529411765
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_24,0,34,81,48,0.34,0.81
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_25,0,36,90,55,0.3956043956043956,0.989010989010989
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_26,0,41,89,49,0.3904761904761905,0.8476190476190476
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_27,0,43,96,54,0.3805309734513274,0.8495575221238938
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_28,0,31,76,46,0.33695652173913043,0.8260869565217391
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_29,0,33,105,73,0.2661290322580645,0.8467741935483871
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_30,0,32,54,23,0.25196850393700787,0.4251968503937008
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_30,1,67,111,45,0.5275590551181102,0.8740157480314961
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_30,2,113,113,1,0.889763779527559,0.889763779527559
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_31,0,37,65,29,0.24503311258278146,0.4304635761589404
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_31,1,99,141,43,0.6556291390728477,0.9337748344370861
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_32,0,40,83,44,0.43010752688172044,0.8924731182795699
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_33,0,37,94,58,0.3333333333333333,0.8468468468468469
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_34,0,56,90,35,0.33532934131736525,0.5389221556886228
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_34,1,118,155,38,0.7065868263473054,0.9281437125748503
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_35,0,42,88,47,0.47191011235955055,0.9887640449438202
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_36,0,36,87,52,0.35294117647058826,0.8529411764705882
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_37,0,41,78,38,0.24404761904761904,0.4642857142857143
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_37,1,102,156,55,0.6071428571428571,0.9285714285714286
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_38,0,33,78,46,0.3707865168539326,0.8764044943820225
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_39,0,38,96,59,0.35185185185185186,0.8888888888888888
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_40,0,40,84,45,0.42105263157894735,0.8842105263157894
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_41,0,43,84,42,0.45263157894736844,0.8842105263157894
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_42,0,37,95,59,0.3394495412844037,0.8715596330275229
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_43,0,43,79,37,0.4479166666666667,0.8229166666666666
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_44,0,35,72,38,0.3977272727272727,0.8181818181818182
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_45,0,35,80,46,0.3888888888888889,0.8888888888888888
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_46,0,31,71,41,0.36470588235294116,0.8352941176470589
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_47,0,39,79,41,0.42391304347826086,0.8586956521739131
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_48,0,35,81,47,0.3645833333333333,0.84375
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_49,0,37,77,41,0.40217391304347827,0.8369565217391305
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_0,0,35,98,64,0.33980582524271846,0.9514563106796117
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_1,0,50,117,68,0.4065040650406504,0.9512195121951219
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_2,0,36,108,73,0.29508196721311475,0.8852459016393442
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_3,0,30,95,66,0.29411764705882354,0.9313725490196079
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_4,0,40,103,64,0.36036036036036034,0.9279279279279279
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_5,0,46,99,54,0.4144144144144144,0.8918918918918919
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_5,1,106,110,5,0.954954954954955,0.990990990990991
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_6,0,38,98,61,0.3486238532110092,0.8990825688073395
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_7,0,42,113,72,0.34146341463414637,0.9186991869918699
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_8,0,42,97,56,0.3783783783783784,0.8738738738738738
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_9,0,40,103,64,0.36363636363636365,0.9363636363636364
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_10,0,36,102,67,0.3302752293577982,0.9357798165137615
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_11,0,32,100,69,0.31683168316831684,0.9900990099009901
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_12,0,37,105,69,0.29838709677419356,0.8467741935483871
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_13,0,34,96,63,0.2786885245901639,0.7868852459016393
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_13,1,100,111,12,0.819672131147541,0.9098360655737705
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_14,0,38,100,63,0.3333333333333333,0.8771929824561403
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_15,0,69,126,58,0.5073529411764706,0.9264705882352942
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_16,0,39,96,58,0.37142857142857144,0.9142857142857143
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_17,0,46,78,33,0.2804878048780488,0.47560975609756095
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_17,1,106,154,49,0.6463414634146342,0.9390243902439024
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_18,0,36,97,62,0.3364485981308411,0.9065420560747663
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_19,0,35,91,57,0.35714285714285715,0.9285714285714286
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_20,0,31,106,76,0.26495726495726496,0.905982905982906
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_21,0,40,94,55,0.37037037037037035,0.8703703703703703
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_22,0,41,97,57,0.3504273504273504,0.8290598290598291
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_22,1,103,104,2,0.8803418803418803,0.8888888888888888
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_22,2,106,106,1,0.905982905982906,0.905982905982906
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_22,3,112,116,5,0.9572649572649573,0.9914529914529915
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_23,0,45,103,59,0.38461538461538464,0.8803418803418803
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_24,0,37,98,62,0.3490566037735849,0.9245283018867925
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_25,0,39,106,68,0.3333333333333333,0.905982905982906
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_26,0,31,105,75,0.21678321678321677,0.7342657342657343
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_26,1,136,142,7,0.951048951048951,0.993006993006993
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_27,0,42,112,71,0.336,0.896
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_28,0,35,97,63,0.3153153153153153,0.8738738738738738
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_29,0,37,98,62,0.33636363636363636,0.8909090909090909
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_30,0,39,104,66,0.3391304347826087,0.9043478260869565
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_31,0,33,108,76,0.27049180327868855,0.8852459016393442
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_32,0,41,104,64,0.3445378151260504,0.8739495798319328
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_33,0,50,112,63,0.4132231404958678,0.9256198347107438
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_34,0,66,127,62,0.5038167938931297,0.9694656488549618
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_35,0,60,126,67,0.42857142857142855,0.9
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_36,0,46,107,62,0.38016528925619836,0.8842975206611571
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_37,0,39,115,77,0.3023255813953488,0.8914728682170543
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_38,0,42,110,69,0.3684210526315789,0.9649122807017544
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_39,0,36,104,69,0.3130434782608696,0.9043478260869565
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_40,0,41,104,64,0.37962962962962965,0.9629629629629629
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_41,0,38,96,59,0.3584905660377358,0.9056603773584906
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_42,0,45,124,80,0.32608695652173914,0.8985507246376812
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_43,0,33,82,50,0.3548387096774194,0.8817204301075269
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_44,0,33,91,59,0.33,0.91
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_45,0,53,122,70,0.42063492063492064,0.9682539682539683
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_46,0,41,121,81,0.328,0.968
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_47,0,37,109,73,0.3162393162393162,0.9316239316239316
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_48,0,34,116,83,0.2595419847328244,0.8854961832061069
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_49,0,65,122,58,0.48148148148148145,0.9037037037037037
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_0,0,48,138,91,0.3137254901960784,0.9019607843137255
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_1,0,40,128,89,0.28169014084507044,0.9014084507042254
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_2,0,61,147,87,0.3860759493670886,0.930379746835443
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_3,0,39,114,76,0.3023255813953488,0.8837209302325582
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_4,0,48,128,81,0.3356643356643357,0.8951048951048951
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_5,0,53,154,102,0.33544303797468356,0.9746835443037974
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_6,0,47,155,109,0.281437125748503,0.9281437125748503
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_7,0,54,142,89,0.34615384615384615,0.9102564102564102
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_8,0,45,145,101,0.2830188679245283,0.9119496855345912
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_9,0,53,122,70,0.4015151515151515,0.9242424242424242
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_10,0,45,125,81,0.3237410071942446,0.8992805755395683
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_11,0,59,168,110,0.3241758241758242,0.9230769230769231
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_12,0,52,136,85,0.3586206896551724,0.9379310344827586
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_13,0,49,136,88,0.3475177304964539,0.9645390070921985
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_14,0,46,134,89,0.3333333333333333,0.9710144927536232
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_15,0,44,137,94,0.29333333333333333,0.9133333333333333
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_16,0,47,122,76,0.35877862595419846,0.9312977099236641
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_17,0,59,142,84,0.3782051282051282,0.9102564102564102
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_18,0,52,133,82,0.35135135135135137,0.8986486486486487
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_19,0,54,149,96,0.3333333333333333,0.9197530864197531
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_20,0,59,145,87,0.38562091503267976,0.9477124183006536
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_21,0,53,155,103,0.32515337423312884,0.950920245398773
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_22,0,57,134,78,0.3825503355704698,0.8993288590604027
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_23,0,49,154,106,0.296969696969697,0.9333333333333333
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_24,0,42,130,89,0.3,0.9285714285714286
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_25,0,54,132,79,0.3576158940397351,0.8741721854304636
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_26,0,50,125,76,0.33557046979865773,0.8389261744966443
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_26,1,137,138,2,0.9194630872483222,0.9261744966442953
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_27,0,44,119,76,0.3333333333333333,0.9015151515151515
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_28,0,55,128,74,0.3873239436619718,0.9014084507042254
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_29,0,51,123,73,0.3669064748201439,0.8848920863309353
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_30,0,54,158,105,0.3157894736842105,0.9239766081871345
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_31,0,56,171,116,0.29473684210526313,0.9
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_32,0,61,150,90,0.391025641025641,0.9615384615384616
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_33,0,52,131,80,0.35374149659863946,0.891156462585034
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_34,0,52,122,71,0.3969465648854962,0.9312977099236641
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_35,0,55,145,91,0.31976744186046513,0.8430232558139535
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_36,0,66,148,83,0.4049079754601227,0.9079754601226994
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_37,0,44,123,80,0.3188405797101449,0.8913043478260869
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_38,0,58,135,78,0.4142857142857143,0.9642857142857143
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_39,0,64,150,87,0.378698224852071,0.8875739644970414
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_40,0,58,143,86,0.36942675159235666,0.910828025477707
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_41,0,45,128,84,0.3358208955223881,0.9552238805970149
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_42,0,45,122,78,0.3543307086614173,0.9606299212598425
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_43,0,45,122,78,0.3284671532846715,0.8905109489051095
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_44,0,46,127,82,0.3357664233576642,0.927007299270073
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_45,0,52,154,103,0.3076923076923077,0.9112426035502958
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_46,0,48,136,89,0.32653061224489793,0.9251700680272109
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_47,0,46,138,93,0.304635761589404,0.9139072847682119
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_48,0,53,125,73,0.39552238805970147,0.9328358208955224
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_48,1,127,133,7,0.9477611940298507,0.9925373134328358
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_49,0,47,130,84,0.34306569343065696,0.948905109489051
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_0,0,48,121,74,0.3902439024390244,0.983739837398374
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_1,0,53,127,75,0.38686131386861317,0.927007299270073
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_2,0,46,94,49,0.368,0.752
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_3,0,45,99,55,0.4166666666666667,0.9166666666666666
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_4,0,62,113,52,0.5040650406504065,0.9186991869918699
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_5,0,49,115,67,0.3769230769230769,0.8846153846153846
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_6,0,43,97,55,0.3467741935483871,0.782258064516129
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_7,0,50,108,59,0.4065040650406504,0.8780487804878049
