task_file,demo,num_steps,num_close_events,num_open_events,first_close,first_open_after_close,grasp_fraction,release_fraction,holding_steps,ee_path_length
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_14,112,3,2,43,47.0,0.38392857142857145,0.41964285714285715,4.0,1.095303698002675
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_15,84,1,1,36,75.0,0.42857142857142855,0.8928571428571429,39.0,0.7709458712929904
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_16,89,1,1,36,81.0,0.4044943820224719,0.9101123595505618,45.0,0.8160377557413425
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_17,97,2,1,38,85.0,0.3917525773195876,0.8762886597938144,47.0,0.9286867956317124
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_18,75,1,1,29,66.0,0.38666666666666666,0.88,37.0,0.6975072693180269
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_19,99,1,1,47,86.0,0.47474747474747475,0.8686868686868687,39.0,0.8776514831182819
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_20,87,1,1,38,78.0,0.4367816091954023,0.896551724137931,40.0,0.7193964985472621
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_21,121,1,1,38,106.0,0.3140495867768595,0.8760330578512396,68.0,1.0835017070015147
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_22,96,1,1,42,82.0,0.4375,0.8541666666666666,40.0,0.8684097463620237
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_23,85,1,1,34,78.0,0.4,0.9176470588235294,44.0,0.7211596653537653
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_24,100,1,1,34,82.0,0.34,0.82,48.0,0.876827939272501
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_25,91,1,0,36,,0.3956043956043956,,,0.794281267933339
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_26,105,1,1,41,90.0,0.3904761904761905,0.8571428571428571,49.0,0.9675180520150795
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_27,113,1,1,43,97.0,0.3805309734513274,0.8584070796460177,54.0,0.9352618148363417
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_28,92,1,1,31,77.0,0.33695652173913043,0.8369565217391305,46.0,0.8135596456875238
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_29,124,1,1,33,106.0,0.2661290322580645,0.8548387096774194,73.0,0.9140961558807538
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_30,127,3,3,32,55.0,0.25196850393700787,0.4330708661417323,23.0,1.1251759383028421
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_31,151,2,2,37,66.0,0.24503311258278146,0.4370860927152318,29.0,1.2718794975412522
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_32,93,1,1,40,84.0,0.43010752688172044,0.9032258064516129,44.0,0.8678715993722287
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_33,111,1,1,37,95.0,0.3333333333333333,0.8558558558558559,58.0,0.9180540662455391
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_34,167,2,2,56,91.0,0.33532934131736525,0.5449101796407185,35.0,1.4973278282968554
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_35,89,1,0,42,,0.47191011235955055,,,0.7898261207375928
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_36,102,1,1,36,88.0,0.35294117647058826,0.8627450980392157,52.0,0.9224333481328499
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_37,168,2,2,41,79.0,0.24404761904761904,0.47023809523809523,38.0,1.3650875355716852
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_38,89,1,1,33,79.0,0.3707865168539326,0.8876404494382022,46.0,0.8533005653979191
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_39,108,1,1,38,97.0,0.35185185185185186,0.8981481481481481,59.0,0.868479393723596
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_40,95,1,1,40,85.0,0.42105263157894735,0.8947368421052632,45.0,0.8974592028285233
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_41,95,1,1,43,85.0,0.45263157894736844,0.8947368421052632,42.0,0.9131178208208892
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_42,109,1,1,37,96.0,0.3394495412844037,0.8807339449541285,59.0,0.904489307625938
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_43,96,1,1,43,80.0,0.4479166666666667,0.8333333333333334,37.0,0.806041244685784
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_44,88,1,1,35,73.0,0.3977272727272727,0.8295454545454546,38.0,0.8028476298672348
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_45,90,1,1,35,81.0,0.3888888888888889,0.9,46.0,0.8444601230962728
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_46,85,1,1,31,72.0,0.36470588235294116,0.8470588235294118,41.0,0.8228326642539379
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_47,92,1,1,39,80.0,0.42391304347826086,0.8695652173913043,41.0,0.8566828516399316
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_48,96,1,1,35,82.0,0.3645833333333333,0.8541666666666666,47.0,0.8326582804044472
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_49,92,1,1,37,78.0,0.40217391304347827,0.8478260869565217,41.0,0.7954473592500585
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_0,103,1,1,35,99.0,0.33980582524271846,0.9611650485436893,64.0,0.7944760714013109
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_1,123,1,1,50,118.0,0.4065040650406504,0.959349593495935,68.0,0.9328907061163179
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_2,122,1,1,36,109.0,0.29508196721311475,0.8934426229508197,73.0,0.8459596640851996
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_3,102,1,1,30,96.0,0.29411764705882354,0.9411764705882353,66.0,0.8761913818395962
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_4,111,1,1,40,104.0,0.36036036036036034,0.9369369369369369,64.0,0.9404234972600299
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_5,111,2,1,46,100.0,0.4144144144144144,0.9009009009009009,54.0,0.8062992216398192
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_6,109,1,1,38,99.0,0.3486238532110092,0.908256880733945,61.0,0.7984741270028218
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_7,123,1,1,42,114.0,0.34146341463414637,0.926829268292683,72.0,0.926941847262141
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_8,111,1,1,42,98.0,0.3783783783783784,0.8828828828828829,56.0,0.8660056889361621
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_9,110,1,1,40,104.0,0.36363636363636365,0.9454545454545454,64.0,0.831096290246069
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_10,109,1,1,36,103.0,0.3302752293577982,0.944954128440367,67.0,0.8560011818445551
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_11,101,1,0,32,,0.31683168316831684,,,0.779515304780706
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_12,124,1,1,37,106.0,0.29838709677419356,0.8548387096774194,69.0,0.8722526241221124
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_13,122,2,2,34,97.0,0.2786885245901639,0.7950819672131147,63.0,0.9026603882317572
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_14,114,1,1,38,101.0,0.3333333333333333,0.8859649122807017,63.0,0.898367510600916
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_15,136,1,1,69,127.0,0.5073529411764706,0.9338235294117647,58.0,0.9238346307563413
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_16,105,1,1,39,97.0,0.37142857142857144,0.9238095238095239,58.0,0.8020998396612946
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_17,164,2,2,46,79.0,0.2804878048780488,0.4817073170731707,33.0,1.2514642164212644
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_18,107,1,1,36,98.0,0.3364485981308411,0.9158878504672897,62.0,0.811747322999323
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_19,98,1,1,35,92.0,0.35714285714285715,0.9387755102040817,57.0,0.7280416246276439
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_20,117,1,1,31,107.0,0.26495726495726496,0.9145299145299145,76.0,0.8663728372576441
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_21,108,1,1,40,95.0,0.37037037037037035,0.8796296296296297,55.0,0.8132193452433947
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_22,117,4,3,41,98.0,0.3504273504273504,0.8376068376068376,57.0,0.8720163485051887
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_23,117,1,1,45,104.0,0.38461538461538464,0.8888888888888888,59.0,0.7527371894004748
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_24,106,1,1,37,99.0,0.3490566037735849,0.9339622641509434,62.0,0.7726859738983214
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_25,117,1,1,39,107.0,0.3333333333333333,0.9145299145299145,68.0,0.8127844971120087
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_26,143,2,1,31,106.0,0.21678321678321677,0.7412587412587412,75.0,0.9078471631629168
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_27,125,1,1,42,113.0,0.336,0.904,71.0,0.8488241100599613
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_28,111,1,1,35,98.0,0.3153153153153153,0.8828828828828829,63.0,0.7513781043671738
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_29,110,1,1,37,99.0,0.33636363636363636,0.9,62.0,0.7877843339481725
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_30,115,1,1,39,105.0,0.3391304347826087,0.9130434782608695,66.0,0.8626656203191976
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_31,122,1,1,33,109.0,0.27049180327868855,0.8934426229508197,76.0,0.8589331991929977
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_32,119,1,1,41,105.0,0.3445378151260504,0.8823529411764706,64.0,0.8452213247470997
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_33,121,1,1,50,113.0,0.4132231404958678,0.9338842975206612,63.0,0.8269144876765187
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_34,131,1,1,66,128.0,0.5038167938931297,0.9770992366412213,62.0,0.8445921431004897
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_35,140,1,1,60,127.0,0.42857142857142855,0.9071428571428571,67.0,0.9013438618459249
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_36,121,1,1,46,108.0,0.38016528925619836,0.8925619834710744,62.0,0.9520399519023462
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_37,129,1,1,39,116.0,0.3023255813953488,0.8992248062015504,77.0,0.8942567528158516
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_38,114,1,1,42,111.0,0.3684210526315789,0.9736842105263158,69.0,0.8011242755248642
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_39,115,1,1,36,105.0,0.3130434782608696,0.9130434782608695,69.0,0.7632392349377163
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_40,108,1,1,41,105.0,0.37962962962962965,0.9722222222222222,64.0,0.8752492034096867
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_41,106,1,1,38,97.0,0.3584905660377358,0.9150943396226415,59.0,0.8335316250654834
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_42,138,1,1,45,125.0,0.32608695652173914,0.9057971014492754,80.0,0.849132194758738
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_43,93,1,1,33,83.0,0.3548387096774194,0.8924731182795699,50.0,0.8350017694131912
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_44,100,1,1,33,92.0,0.33,0.92,59.0,0.7774918178288013
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_45,126,1,1,53,123.0,0.42063492063492064,0.9761904761904762,70.0,0.8213579510063527
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_46,125,1,1,41,122.0,0.328,0.976,81.0,0.8463342917552898
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_47,117,1,1,37,110.0,0.3162393162393162,0.9401709401709402,73.0,0.8934808422807409
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_48,131,1,1,34,117.0,0.2595419847328244,0.8931297709923665,83.0,0.8361100169165493
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,demo_49,135,1,1,65,123.0,0.48148148148148145,0.9111111111111111,58.0,0.9534252893717603
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_0,153,1,1,48,139.0,0.3137254901960784,0.9084967320261438,91.0,1.2441458044081006
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_1,142,1,1,40,129.0,0.28169014084507044,0.9084507042253521,89.0,1.1423787713343474
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_2,158,1,1,61,148.0,0.3860759493670886,0.9367088607594937,87.0,1.2765175285533719
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_3,129,1,1,39,115.0,0.3023255813953488,0.8914728682170543,76.0,1.112470723391374
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_4,143,1,1,48,129.0,0.3356643356643357,0.9020979020979021,81.0,1.165295074766399
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_5,158,1,1,53,155.0,0.33544303797468356,0.9810126582278481,102.0,1.2337956691991168
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_6,167,1,1,47,156.0,0.281437125748503,0.9341317365269461,109.0,1.2249457968595734
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_7,156,1,1,54,143.0,0.34615384615384615,0.9166666666666666,89.0,1.212376685336513
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_8,159,1,1,45,146.0,0.2830188679245283,0.9182389937106918,101.0,1.1769297521049236
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_9,132,1,1,53,123.0,0.4015151515151515,0.9318181818181818,70.0,1.2235943872148365
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_10,139,1,1,45,126.0,0.3237410071942446,0.9064748201438849,81.0,1.088844140545333
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_11,182,1,1,59,169.0,0.3241758241758242,0.9285714285714286,110.0,1.2521157860864913
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_12,145,1,1,52,137.0,0.3586206896551724,0.9448275862068966,85.0,1.261374058834717
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_13,141,1,1,49,137.0,0.3475177304964539,0.9716312056737588,88.0,1.1387014619158666
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_14,138,1,1,46,135.0,0.3333333333333333,0.9782608695652174,89.0,1.0737997311412353
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_15,150,1,1,44,138.0,0.29333333333333333,0.92,94.0,1.1418151469730429
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_16,131,1,1,47,123.0,0.35877862595419846,0.9389312977099237,76.0,1.0878096945999267
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_17,156,1,1,59,143.0,0.3782051282051282,0.9166666666666666,84.0,1.1949860876710336
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_18,148,1,1,52,134.0,0.35135135135135137,0.9054054054054054,82.0,1.0829848788546763
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_19,162,1,1,54,150.0,0.3333333333333333,0.9259259259259259,96.0,1.2522125781432472
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_20,153,1,1,59,146.0,0.38562091503267976,0.954248366013072,87.0,1.1892444883773858
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_21,163,1,1,53,156.0,0.32515337423312884,0.9570552147239264,103.0,1.2356083172247085
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_22,149,1,1,57,135.0,0.3825503355704698,0.9060402684563759,78.0,1.1532255104118452
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_23,165,1,1,49,155.0,0.296969696969697,0.9393939393939394,106.0,1.2282786349435157
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_24,140,1,1,42,131.0,0.3,0.9357142857142857,89.0,1.0349030315665662
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_25,151,1,1,54,133.0,0.3576158940397351,0.8807947019867549,79.0,1.2605632137703284
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_26,149,2,2,50,126.0,0.33557046979865773,0.8456375838926175,76.0,1.25012902971276
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_27,132,1,1,44,120.0,0.3333333333333333,0.9090909090909091,76.0,1.0741519616630777
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_28,142,1,1,55,129.0,0.3873239436619718,0.9084507042253521,74.0,1.0763018013964776
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_29,139,1,1,51,124.0,0.3669064748201439,0.8920863309352518,73.0,1.1999044978139652
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_30,171,1,1,54,159.0,0.3157894736842105,0.9298245614035088,105.0,1.276935238176073
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_31,190,1,1,56,172.0,0.29473684210526313,0.9052631578947369,116.0,1.4633028863663486
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_32,156,1,1,61,151.0,0.391025641025641,0.967948717948718,90.0,1.2017105366139502
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_33,147,1,1,52,132.0,0.35374149659863946,0.8979591836734694,80.0,1.1450848805542462
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_34,131,1,1,52,123.0,0.3969465648854962,0.9389312977099237,71.0,1.1544588790649948
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_35,172,1,1,55,146.0,0.31976744186046513,0.8488372093023255,91.0,1.3262284657998822
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_36,163,1,1,66,149.0,0.4049079754601227,0.9141104294478528,83.0,1.2216844005740926
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_37,138,1,1,44,124.0,0.3188405797101449,0.8985507246376812,80.0,1.0569653950790694
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_38,140,1,1,58,136.0,0.4142857142857143,0.9714285714285714,78.0,1.21860801846026
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_39,169,1,1,64,151.0,0.378698224852071,0.893491124260355,87.0,1.2790171037108515
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_40,157,1,1,58,144.0,0.36942675159235666,0.9171974522292994,86.0,1.2338387728356168
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_41,134,1,1,45,129.0,0.3358208955223881,0.9626865671641791,84.0,1.0681083646489904
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_42,127,1,1,45,123.0,0.3543307086614173,0.968503937007874,78.0,1.0673587881002806
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_43,137,1,1,45,123.0,0.3284671532846715,0.8978102189781022,78.0,1.1190564017781977
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,demo_44,137,1,1,46,128.0,0.3357664233576642,0.9343065693430657,82.0,1.1032315288975227
